judge,method,protocol,seed,cov_raw,width_raw,cov_adj,width_adj,elapsed_sec
LLaVA-Critic,CQR,A_internal_split,1,0.9905561385099685,3.871120671029553,1.0,4.0,0.8680870532989502
LLaVA-Critic,CQR,B_external_split,1,0.9632738719832109,3.632283246653878,1.0,4.0,1.259214162826538
LLaVA-Critic,CHR,A_paper_protocol,1,0.8660370759006646,2.9248688352570826,0.9632738719832109,3.3941937740468697,139.21085953712463
LLaVA-Critic,CHR,B_external_split,1,0.9160545645330536,3.4180482686253937,0.9846100034977264,3.7618048268625395,135.80242013931274
LLaVA-Critic,CQR,A_internal_split,2,1.0,4.0,1.0,4.0,0.890092134475708
LLaVA-Critic,CQR,B_external_split,2,0.9842602308499475,3.67094274264011,1.0,4.0,1.3266286849975586
LLaVA-Critic,CHR,A_paper_protocol,2,0.8705841203217909,2.8525708289611753,0.9597761455054215,3.3466246939489332,165.49943566322327
LLaVA-Critic,CHR,B_external_split,2,0.9055613850996852,3.2942287513116475,0.9793634137810423,3.665267576075551,136.85029125213623
LLaVA-Critic,CQR,A_internal_split,3,1.0,4.0,1.0,4.0,0.8776180744171143
LLaVA-Critic,CQR,B_external_split,3,0.9636236446309898,3.433279318120563,1.0,4.0,1.2245819568634033
LLaVA-Critic,CHR,A_paper_protocol,3,0.8394543546694648,2.7812521860790484,0.9517313746065058,3.271073802028681,160.19793319702148
LLaVA-Critic,CHR,B_external_split,3,0.8838754809373907,3.224484085344526,0.9762154599510319,3.662469394893319,135.59335732460022
LLaVA-Critic,CQR,A_internal_split,4,0.9916054564533053,3.8810804585084373,1.0,4.0,0.886568546295166
LLaVA-Critic,CQR,B_external_split,4,0.95033228401539,3.345299959429456,0.9986009094088842,3.942287513116474,1.3300690650939941
LLaVA-Critic,CHR,A_paper_protocol,4,0.8429520811472543,2.858447009443861,0.9468345575376006,3.29136061559986,152.17025017738342
LLaVA-Critic,CHR,B_external_split,4,0.888072752710738,3.195627841902763,0.9720181881776845,3.6806575725778243,114.28045105934143
LLaVA-Critic,CQR,A_internal_split,5,1.0,4.0,1.0,4.0,0.869997501373291
LLaVA-Critic,CQR,B_external_split,5,0.9765652325988108,3.845198122176922,0.9993004547044421,3.994753410283316,1.2889213562011719
LLaVA-Critic,CHR,A_paper_protocol,5,0.8523959426372858,2.854669464847849,0.9569779643231899,3.3214410633088494,149.82368636131287
LLaVA-Critic,CHR,B_external_split,5,0.8870234347674012,3.165232598810773,0.9734172787688002,3.5935641832808676,111.60050940513611
LLaVA-Critic,CQR,A_internal_split,6,0.987757957327737,3.8625430005700463,1.0,4.0,0.8589274883270264
LLaVA-Critic,CQR,B_external_split,6,0.9790136411332634,3.851734646909738,1.0,4.0,1.2539117336273193
LLaVA-Critic,CHR,A_paper_protocol,6,0.8562434417628542,2.8569429870584115,0.9548793284365162,3.3700594613501225,137.32371163368225
LLaVA-Critic,CHR,B_external_split,6,0.9045120671563484,3.352256033578174,0.9800629590766002,3.7418677859391396,112.17754197120667
LLaVA-Critic,CQR,A_internal_split,7,0.993704092339979,3.8950172671746355,1.0,4.0,0.870795488357544
LLaVA-Critic,CQR,B_external_split,7,0.9727177334732424,3.5606585364852337,1.0,4.0,1.1781375408172607
LLaVA-Critic,CHR,A_paper_protocol,7,0.857292759706191,2.9870584120321793,0.962574326687653,3.4575026232948582,137.59650874137878
LLaVA-Critic,CHR,B_external_split,7,0.8908709338929696,3.275725778244141,0.9769150052465897,3.703043022035677,119.6505229473114
LLaVA-Critic,CQR,A_internal_split,8,1.0,4.0,1.0,4.0,0.8909170627593994
LLaVA-Critic,CQR,B_external_split,8,0.968520461699895,3.5586952188097953,0.9996502273522211,3.9975515914655473,1.3337881565093994
LLaVA-Critic,CHR,A_paper_protocol,8,0.869884575026233,2.8901713885974116,0.9660720531654424,3.3392794683455755,169.880619764328
LLaVA-Critic,CHR,B_external_split,8,0.9080097936341378,3.235956628191675,0.9821615949632738,3.608254634487583,113.08392071723938
LLaVA-Critic,CQR,A_internal_split,9,1.0,4.0,1.0,4.0,0.8483874797821045
LLaVA-Critic,CQR,B_external_split,9,0.9853095487932844,3.636654885446453,1.0,3.9982511367611053,1.2806975841522217
LLaVA-Critic,CHR,A_paper_protocol,9,0.85099685204617,2.784120321790836,0.9520811472542847,3.2462399440363763,138.85303831100464
LLaVA-Critic,CHR,B_external_split,9,0.9268975166142007,3.5899615250087447,0.9891570479188527,3.875830710038475,112.71320343017578
LLaVA-Critic,CQR,A_internal_split,10,1.0,4.0,1.0,4.0,0.8728532791137695
LLaVA-Critic,CQR,B_external_split,10,0.9590766002098636,3.4290228861912153,1.0,3.9965022735222107,1.262545108795166
LLaVA-Critic,CHR,A_paper_protocol,10,0.8656873032528857,2.9315844700944393,0.9590766002098636,3.408184679958027,138.8622887134552
LLaVA-Critic,CHR,B_external_split,10,0.888422525358517,3.1836306400839454,0.9769150052465897,3.6121021336131514,112.43489909172058
Phi-4,CQR,A_internal_split,1,1.0,4.0,1.0,4.0,0.8677098751068115
Phi-4,CQR,B_external_split,1,0.9835606855543897,3.7418432415317127,1.0,4.0,1.2547259330749512
Phi-4,CHR,A_paper_protocol,1,0.8733823015040224,3.105281566981462,0.9653725078698846,3.5250087443161946,138.46562385559082
Phi-4,CHR,B_external_split,1,0.9167541098286114,3.3388597411682404,0.9832109129066107,3.7667016439314445,113.07424664497375
Phi-4,CQR,A_internal_split,2,1.0,4.0,1.0,4.0,0.8660426139831543
Phi-4,CQR,B_external_split,2,1.0,4.0,1.0,4.0,1.1900238990783691
Phi-4,CHR,A_paper_protocol,2,0.8863238894718433,3.1249737670514164,0.9667715984610004,3.6162994053864987,137.86151266098022
Phi-4,CHR,B_external_split,2,0.8817768450507171,3.1643581671913257,0.969220006995453,3.6418328086743617,112.4769241809845
Phi-4,CQR,A_internal_split,3,0.9975515914655474,3.9968521297840476,1.0,4.0,0.8654656410217285
Phi-4,CQR,B_external_split,3,0.9993004547044421,3.9968521297840476,1.0,4.0,1.186037540435791
Phi-4,CHR,A_paper_protocol,3,0.8656873032528857,3.067471143756558,0.9636236446309898,3.5732773697096887,138.01859140396118
Phi-4,CHR,B_external_split,3,0.8730325288562435,3.159321441063309,0.9681706890521161,3.631339629240993,112.61133122444153
Phi-4,CQR,A_internal_split,4,0.9926547743966422,3.9357403248984535,1.0,4.0,0.8681490421295166
Phi-4,CQR,B_external_split,4,0.9986009094088842,3.9917024620709536,1.0,4.0,1.1870458126068115
Phi-4,CHR,A_paper_protocol,4,0.8859741168240644,3.110038474991256,0.9681706890521161,3.607904861839804,142.22450232505798
Phi-4,CHR,B_external_split,4,0.9118572927597062,3.408709338929696,0.9835606855543897,3.802378454004897,113.12849426269531
Phi-4,CQR,A_internal_split,5,1.0,4.0,1.0,4.0,0.8676316738128662
Phi-4,CQR,B_external_split,5,0.9996502273522211,3.99825118321336,1.0,4.0,1.1786675453186035
Phi-4,CHR,A_paper_protocol,5,0.8772298006295908,3.0703043022035676,0.9646729625743267,3.520111927247289,139.42692494392395
Phi-4,CHR,B_external_split,5,0.8964672962574327,3.2587618048268623,0.9727177334732424,3.690800979363414,113.49947261810303
Phi-4,CQR,A_internal_split,6,0.9982511367611053,3.9968521297840476,1.0,4.0,0.8662874698638916
Phi-4,CQR,B_external_split,6,0.9804127317243791,3.7224215304310855,1.0,4.0,1.2784574031829834
Phi-4,CHR,A_paper_protocol,6,0.8754809373906961,3.1162294508569426,0.9674711437565582,3.5435466946484784,137.2107331752777
Phi-4,CHR,B_external_split,6,0.9059111577474641,3.4714585519412386,0.9835606855543897,3.8128716334382653,113.2458324432373
Phi-4,CQR,A_internal_split,7,0.9989506820566632,3.993004732853438,1.0,4.0,0.8758933544158936
Phi-4,CQR,B_external_split,7,1.0,4.0,1.0,4.0,1.1898508071899414
Phi-4,CHR,A_paper_protocol,7,0.8901713885974116,3.169394893319342,0.9765652325988108,3.5939139559286466,139.00296545028687
Phi-4,CHR,B_external_split,7,0.9188527457152851,3.4057012941587965,0.9835606855543897,3.777544596012592,112.90059995651245
Phi-4,CQR,A_internal_split,8,0.9958027282266527,3.9769156184163434,1.0,4.0,0.8656115531921387
Phi-4,CQR,B_external_split,8,0.9762154599510319,3.6838122813752605,0.9996502273522211,3.999300454704442,1.2985923290252686
Phi-4,CHR,A_paper_protocol,8,0.8702343476740119,3.037460650577125,0.962574326687653,3.447359216509269,139.22578620910645
Phi-4,CHR,B_external_split,8,0.8894718433018538,3.207205316544246,0.9720181881776845,3.622945085694299,113.34985160827637
Phi-4,CQR,A_internal_split,9,0.9909059111577475,3.913958214097281,1.0,4.0,0.865990161895752
Phi-4,CQR,B_external_split,9,0.9919552291010842,3.9202539545291875,1.0,4.0,1.1879403591156006
Phi-4,CHR,A_paper_protocol,9,0.9013641133263379,3.214270724029381,0.9755159146554739,3.658272123119972,139.13911938667297
Phi-4,CHR,B_external_split,9,0.9146554739419377,3.4769499825113677,0.9835606855543897,3.814270724029381,118.81481099128723
Phi-4,CQR,A_internal_split,10,0.9989506820566632,3.99825118321336,1.0,4.0,0.8939509391784668
Phi-4,CQR,B_external_split,10,0.9989506820566632,3.99825118321336,1.0,4.0,1.2154865264892578
Phi-4,CHR,A_paper_protocol,10,0.8989157047918853,3.2323539699195525,0.9811122770199371,3.719482336481287,140.0951681137085
Phi-4,CHR,B_external_split,10,0.9104582021685904,3.4267576075550887,0.9842602308499475,3.795033228401539,118.69923114776611
Gemini,CQR,A_internal_split,1,0.9863588667366212,3.8363107487704378,1.0,4.0,0.7220578193664551
Gemini,CQR,B_external_split,1,0.9671213711087793,3.447041459833203,0.9923050017488633,3.757257782441413,0.9460084438323975
Gemini,CHR,A_paper_protocol,1,0.8681357117873383,2.691220706540748,0.962574326687653,3.253585169639734,137.53793859481812
Gemini,CHR,B_external_split,1,0.8964672962574327,3.172857642532354,0.9807625043721581,3.613850996852046,111.72940492630005
Gemini,CQR,A_internal_split,2,1.0,4.0,1.0,4.0,0.7269308567047119
Gemini,CQR,B_external_split,2,0.9555788737320742,3.3873200624079707,1.0,3.999300454704442,0.9605472087860107
Gemini,CHR,A_paper_protocol,2,0.850647079398391,2.703777544596013,0.9643231899265478,3.2808674361664916,136.63247203826904
Gemini,CHR,B_external_split,2,0.9132563833508219,3.237495627841903,0.9867086393844001,3.7348723329835605,111.9555971622467
Gemini,CQR,A_internal_split,3,0.9996502273522211,3.995802839712063,1.0,4.0,0.7162423133850098
Gemini,CQR,B_external_split,3,0.9611752360965372,3.4167153812056994,1.0,4.0,1.0299646854400635
Gemini,CHR,A_paper_protocol,3,0.8499475341028332,2.6325288562434417,0.9534802378454005,3.0905911157747465,138.52534246444702
Gemini,CHR,B_external_split,3,0.9202518363064008,3.326093039524309,0.9856593214410633,3.683105981112277,138.1207230091095
Gemini,CQR,A_internal_split,4,0.9821615949632738,3.8016841763949527,1.0,4.0,0.7608904838562012
Gemini,CQR,B_external_split,4,0.969220006995453,3.599101231778778,1.0,4.0,0.9458138942718506
Gemini,CHR,A_paper_protocol,4,0.8461000349772648,2.6584470094438615,0.9594263728576425,3.1962224554039875,166.42145466804504
Gemini,CHR,B_external_split,4,0.9097586568730325,3.296327387198321,0.9804127317243791,3.6757607555089193,134.32024478912354
Gemini,CQR,A_internal_split,5,1.0,4.0,1.0,4.0,0.7196872234344482
Gemini,CQR,B_external_split,5,0.9898565932144107,3.7989911456193917,1.0,3.999650227352221,0.9686801433563232
Gemini,CHR,A_paper_protocol,5,0.8779293459251487,2.7563133962924096,0.9671213711087793,3.27142357467646,137.55468463897705
Gemini,CHR,B_external_split,5,0.9111577474641483,3.0531654424623995,0.9821615949632738,3.5620846449807626,112.14345192909241
Gemini,CQR,A_internal_split,6,1.0,4.0,1.0,4.0,0.7231566905975342
Gemini,CQR,B_external_split,6,0.9821615949632738,3.959006580647152,1.0,4.0,1.0271146297454834
Gemini,CHR,A_paper_protocol,6,0.8499475341028332,2.6325638335082195,0.9524309199020636,3.098985659321441,137.39488554000854
Gemini,CHR,B_external_split,6,0.8807275271073802,3.0317943336831057,0.9786638684854845,3.514515564882826,111.90856266021729
Gemini,CQR,A_internal_split,7,1.0,4.0,1.0,4.0,0.7256147861480713
Gemini,CQR,B_external_split,7,0.9933543196922001,3.8223551731611884,1.0,4.0,0.9563724994659424
Gemini,CHR,A_paper_protocol,7,0.8660370759006646,2.768905211612452,0.9667715984610004,3.345575376005596,154.56914281845093
Gemini,CHR,B_external_split,7,0.8954179783140959,2.9962924099335435,0.974816369359916,3.442462399440364,112.35561418533325
Gemini,CQR,A_internal_split,8,0.9996502273522211,3.9993004732853437,1.0,4.0,0.7239329814910889
Gemini,CQR,B_external_split,8,0.9909059111577475,3.8398083906018967,1.0,4.0,0.9050209522247314
Gemini,CHR,A_paper_protocol,8,0.8632388947184331,2.69202518363064,0.9587268275620846,3.159496327387198,138.08384609222412
Gemini,CHR,B_external_split,8,0.9223504721930745,3.3818817768450513,0.9835606855543897,3.771948233648129,113.07400393486023
Gemini,CQR,A_internal_split,9,1.0,4.0,1.0,4.0,0.7300784587860107
Gemini,CQR,B_external_split,9,0.9818118223154949,3.676436378011667,1.0,4.0,1.0551424026489258
Gemini,CHR,A_paper_protocol,9,0.8768800279818119,2.7938440013990906,0.9653725078698846,3.323189926547744,138.9629843235016
Gemini,CHR,B_external_split,9,0.9146554739419377,3.344281217208814,0.9867086393844001,3.7439664218258133,111.7271773815155
Gemini,CQR,A_internal_split,10,1.0,3.9979014198560314,1.0,4.0,0.724332332611084
Gemini,CQR,B_external_split,10,0.9765652325988108,3.5460422044860263,1.0,4.0,0.9977118968963623
Gemini,CHR,A_paper_protocol,10,0.8789786638684854,2.8218607904861837,0.9720181881776845,3.3896467296257433,143.12781691551208
Gemini,CHR,B_external_split,10,0.90066456803078,3.114270724029381,0.9835606855543897,3.616998950682057,122.1223475933075
